"Provincia","Nombre","Dirección","Gasolina 95","Gasolina 98","Gasoleo A"
"Alicante","SUVER GASOLEOS","CALLE POLIGONO INDUSTRIAL MOS DEL BOU, CALLE EL ESPARTO, 5, ALBATERA","1,379€","€","1,279€"
"Alicante","SURINVER","AVENIDA DE LA COOPERATIVA, S/N, PILAR DE LA HORADADA","1,279€","€","1,259€"
"Alicante","STS OIL","AUTOVIA ALICANTE-MADRID KM. 59, VILLENA","1,419€","1,559€","1,336€"
"Alicante","SIN ROTULO","CARRETERA ALGUEÑA KM. 3, ROMANA (LA)","1,339€","1,419€","1,249€"
"Alicante","SHELL","CARRETERA C-332 KM. 193, PEDREGUER","1,425€","1,565€","1,329€"
"Alicante","SHELL","C/ SOR JOSEFA ALCORTA 71 (ESQ.CTRA.CIRCUNVALACIÓN, ELCHE/ELX","1,415€","1,555€","1,329€"
"Alicante","SHELL","AVENIDA UNIVERSIDAD, S/N, ALICANTE/ALACANT","1,359€","1,509€","1,279€"
"Alicante","SHELL","AVENIDA MEDITERRANEO, 16, ELDA","1,354€","1,494€","1,284€"
"Alicante","SHELL","CALLE ALICANTE, 62, ALCOY/ALCOI","1,399€","1,549€","1,309€"
"Alicante","SHELL","CAMINO SANTA LLÚCIA, 1, DENIA","1,399€","€","1,299€"
"Alicante","SHELL","CALLE LA HUERTA, 11, SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","1,419€","1,559€","1,319€"
"Alicante","SHELL","CARRETERA BENIEL DESAM KM. 3,7, ORIHUELA","1,435€","1,535€","1,345€"
"Alicante","SHELL","AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE, ALICANTE/ALACANT","1,409€","1,559€","1,319€"
"Alicante","SHELL","AVDA. DEL GUIRNEY, Nº 4, PETRER","1,389€","1,529€","1,319€"
"Alicante","SHELL","CARRETERA N-332 KM. 193, PEDREGUER","1,425€","1,565€","1,329€"
"Alicante","SHELL","TRAVESÍA 1 ORIHUELA, 1, REDOVAN","1,419€","1,544€","1,329€"
"Alicante","SHELL","AVENIDA CORTES VALENCIANAS, KM.46,3 P.I.CASA GRANDE, 1, TORREVIEJA","1,375€","1,525€","1,279€"
"Alicante","SHELL","AVENIDA CORTES VALENCIANAS, 60, TORREVIEJA","1,405€","1,530€","1,319€"
"Alicante","SHELL","AVENIDA ALTET L', 3, COCENTAINA","1,349€","€","1,259€"
"Alicante","SHELL","CALLE MIGUEL SERVET, 4, ELCHE/ELX","1,429€","1,569€","1,345€"
"Alicante","SHELL","C/ SAN RAMON, 109, CAMPELLO (EL)","1,409€","1,529€","1,329€"
"Alicante","SARAS ENERGIA","CRTA. CREVILLENTE S/N - C.C. CAPRABO, TORREVIEJA","1,384€","1,524€","1,269€"
"Alicante","SARAS ENERGIA","CRTA. DENIA - ONDARA, KM 1 - C.C. CAPRABO, DENIA","1,409€","1,495€","1,319€"
"Alicante","SARAS ENERGIA","AV.DIPUTACIÓN S/N - C.C. CAPRABO, CALPE","1,369€","1,534€","1,279€"
"Alicante","SANTA CRUZ","CARRETERA CTRA. ARCHENA KM. 32, HONDON DE LOS FRAILES","1,369€","€","1,259€"
"Alicante","SAN VICENTE","CARRETERA DE ALICANTE Nº79, BOQUERES","1,419€","1,561€","1,335€"
"Alicante","SAN ANTON","CALLE ALGORFA, 2, ELCHE/ELX","1,431€","1,583€","1,349€"
"Alicante","ROSELLO","CALLE MARGENADORS DELS, 8, BENISSA","1,347€","€","1,247€"
"Alicante","REVISOIL","CARRETERA CV-914 KM. 8,200, ORIHUELA","1,379€","1,409€","1,309€"
"Alicante","REPSOL-RIO SECO","CALLE SAN RAMON 8, , CAMPELLO (EL)","1,409€","€","1,339€"
"Alicante","REPSOL COMERCIAL","PARTIDA MADRIGUERES SUD, 61, DENIA","1,419€","€","1,329€"
"Alicante","REPSOL BUTANO","AVENIDA ELCHE, 166, ALICANTE/ALACANT","€","€","€"
"Alicante","REPSOL","AVENIDA VALENCIA, SN, JÁVEA/XÀBIA","1,409€","1,549€","1,315€"
"Alicante","REPSOL","AVENIDA DEL PUERTO, 36, JÁVEA/XÀBIA","1,409€","1,549€","1,315€"
"Alicante","REPSOL","CR CV-875 ,P.K. 10,5, CREVILLENT","1,409€","1,519€","1,339€"
"Alicante","REPSOL","CALLE L ESPORT, 2, CALPE","1,424€","1,564€","1,335€"
"Alicante","REPSOL","CALLE AVENIDA VALENCIA, 44, DENIA","1,419€","1,519€","1,329€"
"Alicante","REPSOL","CL MADRID, 20-24, GUARDAMAR DEL SEGURA","1,405€","1,545€","1,329€"
"Alicante","REPSOL","CARRETERA DE CASTALLA km 13, SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","1,399€","1,509€","1,319€"
"Alicante","REPSOL","AVENIDA CARTAGENA DE, 59, ALTET (EL)","1,429€","1,549€","1,359€"
"Alicante","REPSOL","RONDA OESTE, S/N, SAN MIGUEL DE SALINAS","1,419€","1,559€","1,329€"
"Alicante","REPSOL","AVENIDA CENTRO EXCURSIONISTA, S/N, ELDA","1,389€","1,513€","1,319€"
"Alicante","REPSOL","CARRETERA DE JUMILLA KM. 53,8, PINOSO","1,419€","1,559€","1,339€"
"Alicante","REPSOL","CL PLAZA SAN ANTONIO, 9, ALICANTE/ALACANT","1,399€","€","1,319€"
"Alicante","REPSOL","CARRETERA N-332 KM. 187,5, GATA DE GORGOS","1,419€","€","1,329€"
"Alicante","REPSOL","AVENIDA ORIHUELA, 17, ALMORADI","1,429€","1,569€","1,349€"
"Alicante","REPSOL","AVENIDA PEREZ GALDOS, 2, NOVELDA","1,409€","1,549€","1,319€"
"Alicante","REPSOL","AVENIDA PICASSO, 3, FINESTRAT","1,419€","1,559€","1,329€"
"Alicante","REPSOL","CR CV-905 P.K. 10,1, TORREVIEJA","1,409€","1,549€","1,339€"
"Alicante","REPSOL","CARRETERA N-340 KM. 696,7, ALBATERA","1,419€","1,529€","1,339€"
"Alicante","REPSOL","CL AVDA. ALFREDO NOBEL, 195, TORREVIEJA","1,399€","1,539€","1,329€"
"Alicante","REPSOL","CARRETERA 112,6 KM. N-332, SANTA FAZ","1,419€","1,549€","1,329€"
"Alicante","REPSOL","CALLE MAESTRO SERRANO, 1, DOLORES","1,409€","1,539€","1,339€"
"Alicante","REPSOL","CARRETERA N-340 KM. 688,6, ORIHUELA","1,419€","1,519€","1,339€"
"Alicante","REPSOL","CARRETERA N-332 KM. 122,5, CAMPELLO (EL)","1,399€","1,499€","1,329€"
"Alicante","REPSOL","AVENIDA DE IBI, 46, CASTALLA","1,429€","1,569€","1,329€"
"Alicante","REPSOL","CARRETERA VILLAFRANQUEZA-SAN VICENTE KM. 1,5, SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","1,419€","1,559€","1,319€"
"Alicante","REPSOL","CARRETERA A-214 KM. 5, ALICANTE/ALACANT","1,419€","1,559€","1,319€"
"Alicante","REPSOL","CARRETERA ASPE - SANTA POLA KM. 6, ELCHE/ELX","1,409€","€","1,339€"
"Alicante","REPSOL","CARRETERA CR 3213 KM. 12, MONOVAR","1,399€","1,539€","1,319€"
"Alicante","REPSOL","CL AVENIDA MARINA BAIXA, 80, NUCIA (LA)","1,429€","1,559€","1,339€"
"Alicante","REPSOL","PASAJE DE LAS SUERTES, S.N., SAX","1,419€","1,519€","1,339€"
"Alicante","REPSOL","AVENIDA ALICANTE, 49, COCENTAINA","1,399€","1,539€","1,329€"
"Alicante","REPSOL","CARRETERA C-3213 KM. 15,700, ELDA","1,389€","1,513€","1,319€"
"Alicante","REPSOL","CARRETERA CV-865 KM. 3,6, PERLETA (LA)","1,409€","1,539€","1,339€"
"Alicante","REPSOL","CR CV-945 LO BLANC, 1,3 (A-340 km 1,36), MONTESINOS (LOS)","1,409€","1,539€","1,339€"
"Alicante","REPSOL","POLIGONO C/ ELS GREMIS, 25, TEULADA","1,399€","1,499€","1,299€"
"Alicante","REPSOL","PG COTES BAIXES,CALLE C,PARC.1, 0, ALCOY/ALCOI","1,399€","1,539€","1,329€"
"Alicante","REPSOL","CARRETERA CASTALLA ALICANTE, CV 815 KM. 5,7, CASTALLA","1,429€","1,559€","1,339€"
"Alicante","REPSOL","CARRETERA CV 820 KM. 1,3, MORALET","1,424€","1,534€","1,349€"
"Alicante","REPSOL","AUTOVIA A-37 KM. 728,2, CREVILLENT","1,399€","1,539€","1,339€"
"Alicante","REPSOL","AVENIDA DE LA UNIVERSIDAD, SN, ALICANTE/ALACANT","1,389€","1,529€","1,315€"
"Alicante","REPSOL","CARRETERA TEULADA-CALPE KM. 6,5, MORAIRA","1,419€","1,529€","1,329€"
"Alicante","REPSOL","AUTOVIA A-37 KM. 728, CREVILLENT","1,399€","1,539€","1,339€"
"Alicante","REPSOL","AVENIDA MIGUEL HERNANDEZ, S/N, SANT JOAN D'ALACANT","1,424€","€","1,359€"
"Alicante","REPSOL","CARRETERA AGOST KM. 68, SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","1,399€","1,509€","1,319€"
"Alicante","REPSOL","AVENIDA VALENCIA, 10, VERGER (EL)","1,419€","€","1,329€"
"Alicante","REPSOL","AVENIDA NOVELDA, 179, ALICANTE/ALACANT","1,389€","1,529€","1,315€"
"Alicante","REPSOL","CARRETERA CATRAL-ALBATERA KM. 4,2, ALBATERA","1,409€","1,519€","1,339€"
"Alicante","REPSOL","AVENIDA PADRE ESPLÁ, 36, ALICANTE/ALACANT","1,399€","€","1,319€"
"Alicante","REPSOL","AVENIDA JIJONA, 88, ALICANTE/ALACANT","1,399€","1,529€","1,319€"
"Alicante","REPSOL","AVENIDA NOVELDA, 70, ALICANTE/ALACANT","1,389€","€","1,315€"
"Alicante","REPSOL","CARRETERA CV 820 KM. 1,4, MORALET","1,379€","1,405€","1,299€"
"Alicante","REPSOL","AVENIDA AVENIDA PAIS VALENCIA, S.N., VILLAJOYOSA / VILA JOIOSA (LA)","1,419€","1,529€","1,339€"
"Alicante","REPSOL","CARRETERA JACARILLA KM. S/N, BENEJUZAR","1,429€","1,489€","1,349€"
"Alicante","REPSOL","CARRETERA CV-70 KM. 47, BENIDORM","1,429€","1,559€","1,339€"
"Alicante","REPSOL","CARRETERA CV913 KM. 1, CALLOSA DE SEGURA","1,419€","1,529€","1,339€"
"Alicante","REPSOL","CALLE SAN ISIDRO, 10, CALLOSA D'EN SARRIA","1,433€","1,528€","1,354€"
"Alicante","REPSOL","AUTOVIA A-37 KM. 728,2, CREVILLENT","1,379€","1,489€","1,269€"
"Alicante","REPSOL","AVENIDA 3 DE AGOSTO, 23, ASPE","1,399€","1,529€","1,339€"
"Alicante","REPSOL","N-340 km 696,7, ALBATERA","1,419€","1,529€","1,339€"
"Alicante","REPSOL","CARRETERA DOLORES DE KM. 8,3, ELCHE/ELX","1,409€","€","1,319€"
"Alicante","REPSOL","CL AVENIDA ALICANTE, 22, VILLENA","1,399€","1,539€","1,339€"
"Alicante","REPSOL","AUTOVIA ALICANTE KM. 53, VILLENA","1,419€","€","1,339€"
"Alicante","REPSOL","AUTOVIA A-37 KM. 728, CREVILLENT","1,379€","1,489€","1,269€"
"Alicante","REPSOL","AV DE NOVELDA, 128, ELCHE/ELX","1,409€","1,549€","1,339€"
"Alicante","REPSOL","CARRETERA CV-739 KM. 1,5, JÁVEA/XÀBIA","1,409€","1,549€","1,315€"
"Alicante","REPSOL","CARRETERA N-340 KM. 714,1, ELCHE/ELX","1,409€","1,549€","1,339€"
"Alicante","REPSOL","AVENIDA MIGUEL HERNANDEZ, S/N, SANT JOAN D'ALACANT","1,424€","1,549€","1,359€"
"Alicante","REPSOL","CARRETERA MADRID ESQ.RIO JUCAR KM. 19, ALICANTE/ALACANT","1,399€","1,509€","1,319€"
"Alicante","REPSOL","CARRETERA NACIONAL 340 KM. 707,1, CREVILLENT","1,399€","1,539€","1,329€"
"Alicante","REPSOL","CARRETERA LA NUCIA KM. 2,8, ALTEA","1,409€","1,549€","1,329€"
"Alicante","REPSOL","CL AVENIDA DE ALICANTE, 72, ELCHE/ELX","1,409€","1,539€","1,339€"
"Alicante","REPSOL","CL AVENIDA REYES CATOLICOS, 105, NOVELDA","1,229€","€","1,119€"
"Alicante","REPSOL","CALLE GARGANES, 42, ALTEA","1,409€","1,549€","1,329€"
"Alicante","REPSOL","CARRETERA CV-8500 KM. 3,6, ELCHE/ELX","1,409€","1,549€","1,339€"
"Alicante","REPSOL","CARRETERA CV911 KM. 1,5, SAN BARTOLOME","1,409€","€","1,339€"
"Alicante","REPSOL","CARRETERA N-340, KM727 KM. 727, TORRELLANO","1,419€","1,559€","1,329€"
"Alicante","REPSOL","CALLE FORTUNY, S/N, ALICANTE/ALACANT","1,389€","1,529€","1,315€"
"Alicante","REPSOL","CARRETERA ALICANTE KM. 53, VILLENA","1,419€","1,519€","1,339€"
"Alicante","REPSOL","CARRETERA DE YECLA km 1, VILLENA","1,229€","€","1,109€"
"Alicante","REPSOL","CL AVENIDA PAIS VALENCIA, 117, COCENTAINA","1,399€","1,539€","1,329€"
"Alicante","REPSOL","AVENIDA DEL CARMEN, 94, COX","1,409€","1,539€","1,339€"
"Alicante","REPSOL","AVENIDA PAIS VALENCIA, 210, BENISSA","1,419€","€","1,329€"
"Alicante","REPSOL","CARRETERA ALCOY - VILLENA KM. 38,2, BIAR","1,419€","1,529€","1,349€"
"Alicante","REPSOL","CARRETERA AC-2203 KM. 5,1, SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","1,419€","1,559€","1,319€"
"Alicante","REPSOL","CR N-332, 93,5, SANTA POLA","1,429€","1,529€","1,329€"
"Alicante","REPSOL","AVENIDA MONOVAR, 10, ELDA","1,389€","€","1,319€"
"Alicante","REPSOL","AVENIDA FEDERICO GARCIA LORCA, 21, FINESTRAT","1,419€","1,559€","1,329€"
"Alicante","REPSOL","CARRETERA CV-739 KM. 2,9, JÁVEA/XÀBIA","1,409€","1,549€","1,315€"
"Alicante","REPSOL","CAMINO CAMINO VIEJO ELCHE/SANTA-POLA KM 0,200, 72, ELCHE/ELX","1,419€","1,549€","1,339€"
"Alicante","REPSOL","AVENIDA REYES CATOLICOS, 115, NOVELDA","1,409€","1,549€","1,319€"
"Alicante","REPSOL","CARRETERA N-332 KM. 155,5, ALTEA","1,409€","1,549€","1,329€"
"Alicante","REPSOL","AVENIDA CORTES VALENCIANAS, SN, TORREVIEJA","1,389€","1,529€","1,329€"
"Alicante","REPSOL","CARRETERA CV-95 KM. 2, TORREVIEJA","1,419€","1,559€","1,329€"
"Alicante","REPSOL","CARRETERA N-332 KM. 198, ONDARA","1,419€","1,559€","1,329€"
"Alicante","REPSOL","AVENIDA TIRANT, S/N, ALCOY/ALCOI","1,399€","1,539€","1,329€"
"Alicante","REPSOL","CL AVENIDA JAON CARLES I, 27, PEDREGUER","1,419€","1,559€","1,329€"
"Alicante","REPSOL","CARRETERA CARRETERA DE YECLA KM. 1, VILLENA","1,399€","€","1,339€"
"Alicante","REPSOL","AVINGUDA VIRGEN DE LAS NIEVES, S/N, HONDON DE LAS NIEVES","1,399€","€","1,339€"
"Alicante","REPSOL","CALLE PADRE JESUALDO FERRERO, 1, BANYERES DE MARIOLA","1,419€","€","1,335€"
"Alicante","REPSOL","AVENIDA JUAN CARLOS I, 2, IBI","1,429€","1,569€","1,335€"
"Alicante","RACONS","CARRETERA COMARCAL 3311 KM. 52,300, PEGO","1,369€","€","1,269€"
"Alicante","QUESADAGAS","CALLE GUADALAJARA, S/N, ROJALES","1,279€","1,339€","1,179€"
"Alicante","QUALITY SAN VICENTE","PARTIDA INMEDIACIONES, 28, SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","1,319€","€","1,219€"
"Alicante","QUALITY OIL","CALLE CLAUDIO TOLOMEO, 2, TORREVIEJA","1,319€","€","1,244€"
"Alicante","QFS","CARRETERA NOVELDA KM. 8, ASPE","1,305€","€","1,245€"
"Alicante","QFS","AVENIDA JESUS NAVARRO JOVER, 13, NOVELDA","1,325€","€","1,275€"
"Alicante","POLAGAS","CALLE LOS MARINEROS, 1, SANTA POLA","1,295€","€","1,219€"
"Alicante","PLENOIL","CARRER PERU, 12, SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","1,297€","€","1,197€"
"Alicante","PLENOIL","CALLE ALMANSA, 19, ELCHE/ELX","1,257€","€","1,167€"
"Alicante","PLENOIL","CARRETERA ELCHE SANTA POLA KM. 34, SANTA POLA","1,267€","€","1,167€"
"Alicante","PLENOIL","AVENIDA MARINA BAIXA, 112, NUCIA (LA)","1,337€","€","1,247€"
"Alicante","PLENOIL","AVENIDA BENIDORM, 23, SANT JOAN D'ALACANT","1,305€","€","1,227€"
"Alicante","PETROPRIX","AVENIDA ELCHE, 150, ALICANTE/ALACANT","1,295€","€","1,228€"
"Alicante","PETROPRIX","RONDA VALL D'UIXO, 52, ELCHE/ELX","1,247€","€","1,157€"
"Alicante","PETROPRIX","CALLE PARTIDA DE LA ERA ALTA, 57, ALMORADI","1,295€","€","1,209€"
"Alicante","PETROPRIX","AVENIDA PICASSO, 41, FINESTRAT","1,275€","€","1,178€"
"Alicante","PETROPRIX","AVENIDA NOVELDA, 216, ALICANTE/ALACANT","1,255€","€","1,169€"
"Alicante","PETROPRIX","CARRETERA N-332 KM. 116,7, SANT JOAN D'ALACANT","1,295€","€","1,217€"
"Alicante","PETRONOR","CARRETERA CV-734 KM. 4,6, JÁVEA/XÀBIA","1,409€","1,549€","1,315€"
"Alicante","PETRONOR","AVENIDA DE VALENCIA, 21, PEGO","1,415€","1,555€","1,325€"
"Alicante","PETRONOR","CARRETERA N-340 KM. 692,9, CALLOSA DE SEGURA","1,419€","1,519€","1,339€"
"Alicante","PETRONOR","AVENIDA COMUNIDAD VALENCIANA, SN, MONOVAR","1,399€","1,539€","1,319€"
"Alicante","PETRONOR","CARRETERA SAN VICENTE - AGOST km 9, AGOST","1,225€","€","1,119€"
"Alicante","PETRONOR","CARRETERA SAN VICENTE - AGOST KM. 11, AGOST","1,409€","€","1,339€"
"Alicante","PETRONOR","CARRETERA N-330 KM. 409, ALICANTE/ALACANT","1,399€","1,509€","1,319€"
"Alicante","PETRONOR","CL OLIVER, S.N., ALCOY/ALCOI","1,399€","1,539€","1,329€"
"Alicante","PETRONOR","CARRETERA N-330 A KM. 401, FONT-CALENT","1,388€","1,529€","1,329€"
"Alicante","PETRONOR","CARRETERA CARRETERA ELCHE LA MARINA KM. 6,7, HOYA (LA)","1,419€","1,559€","1,339€"
"Alicante","PETRONOR","CARRETERA N-332 KM. 122, CAMPELLO (EL)","1,399€","1,499€","1,329€"
"Alicante","PETRONOR","CV-915 km 1, ORIHUELA","1,419€","€","1,339€"
"Alicante","PETRONOR","AVENIDA ILLICE, 22, TORRELLANO","1,429€","1,569€","1,349€"
"Alicante","PETROMAX","CALLE ALICANTE, 58, ALCOY/ALCOI","1,339€","1,469€","1,239€"
"Alicante","PETROLOWCOST","AVENIDA DE LAS CORTES VALENCIANAS, SN, TORREVIEJA","1,298€","€","1,217€"
"Alicante","PETROLAVILA","PARTIDA TORRES NORTE, 31, VILLAJOYOSA / VILA JOIOSA (LA)","1,318€","€","1,248€"
"Alicante","PETROBENE","CARRETERA JACARILLA-BENEJUZAR KM. 2,5, JACARILLA","1,419€","€","1,329€"
"Alicante","PETROALACANT","POLIGONO PLA VALLONGA CALLE 8, PARCELA 15, ALICANTE/ALACANT","1,397€","1,518€","1,298€"
"Alicante","PETROALACANT","AVENIDA AEROPUERTO DEL TORRELLANO, 125, ALTET (EL)","€","€","1,349€"
"Alicante","PETRO ALACANT","CARRETERA OCAÑA KM. 7, ALICANTE/ALACANT","1,397€","1,518€","1,298€"
"Alicante","PEPE RAMON","PARAJE DE SAN ISIDRO, S/Nº, COX","€","€","1,289€"
"Alicante","PARTICULAR","CALLE TIZIANO, 5, TORREVIEJA","1,199€","€","1,089€"
"Alicante","ORIGAS (MONTEPINAR)","CARRETERA AV-4141 KM. 0,9, ORIHUELA","1,369€","1,469€","1,269€"
"Alicante","NUEVA MULTI LC","CALLE MIGUEL SERVET, 9, ELCHE/ELX","1,325€","€","1,227€"
"Alicante","NO ROTULO","PLAZA CAPUCHINOS, S.N., ORIHUELA","1,429€","1,529€","1,359€"
"Alicante","MOSCARDÓ","P. DE ELCHE, Nº 29-31, CREVILLENT","1,409€","1,519€","1,339€"
"Alicante","MOSCARDÓ","P. DE ELCHE, Nº 29-31, CREVILLENT","1,409€","1,519€","1,339€"
"Alicante","MOSCARDÓ","CTRA. LAS MARINAS km 0,85, DENIA","1,419€","1,519€","1,329€"
"Alicante","MORA","CALLE MALLORCA, 12, ELCHE/ELX","1,399€","1,549€","1,299€"
"Alicante","MKT OIL SL","CALLE CIUDAD DE LA LUZ, 1, ROJALES","1,289€","€","1,189€"
"Alicante","MEROIL","CALLE LA MOLINETA, S/N, SALINAS","1,409€","€","1,339€"
"Alicante","MEROIL","RICARDO DE LA CIERVA, 13 (POLIGONO LA PEDRERA), BENISSA","1,379€","1,569€","1,279€"
"Alicante","MAYAYO","CARRETERA CV905 KM. 0,800, DOLORES","1,379€","1,429€","1,309€"
"Alicante","MASOIL","AVINGUDA EUROPA, 34, BENISSA","1,359€","€","1,259€"
"Alicante","MASOIL","CALLE SAN VICENTE DEL RASPEIG, 4, CASTALLA","1,359€","€","1,259€"
"Alicante","MAS OIL ALCOY","CALLE ALICANTE, 62, ALCOY/ALCOI","1,359€","€","1,259€"
"Alicante","MARTI SERRA, S.A.","CR N-325, 5,8, ASPE","1,319€","€","1,269€"
"Alicante","MARINA DE LA PLANA","PARTIDA LA MARINA, 307, ELCHE/ELX","1,405€","1,545€","1,329€"
"Alicante","MAJOS GASOLEOS","CARRETERA CV-806 KM. 5,5, IBI","1,379€","1,500€","1,299€"
"Alicante","LOW GAS PLUS","CALLE VIGO, 40, ROJALES","1,258€","€","1,168€"
"Alicante","LOW GAS PLUS","CARRETERA CV-800 KM. 6,1, ALICANTE/ALACANT","1,279€","1,429€","1,189€"
"Alicante","LOW GAS PLUS","CARRETERA CV-800 KM. 6,1, ALICANTE/ALACANT","1,279€","1,429€","1,189€"
"Alicante","LOW COST 24H","CALLE SAGRA, 3, ONDARA","1,388€","€","1,288€"
"Alicante","LOW COST","AVENIDA FINLANDIA, 17, SANTA POLA","1,359€","€","1,269€"
"Alicante","LIBRE","AUTOVIA A-31 ALICANTE-MADRID KM. 15, MONFORTE DEL CID","1,379€","€","1,269€"
"Alicante","LEVANTINA","POLIGONO C/ IBI, S/N, ASPE","1,399€","€","1,325€"
"Alicante","LAS MAROMAS","AVENIDA COMUNIDAD EUROPEA, 1, ALMORADI","1,369€","1,469€","1,279€"
"Alicante","LA MORENICA","AVENIDA CONSTITUCION DE, 206, VILLENA","1,409€","1,529€","1,339€"
"Alicante","LA ISLETA","AVENIDA JAIME I, 23, BENIDORM","1,429€","1,571€","1,339€"
"Alicante","LA GOTETA","AVENIDA DENIA, 60, ALICANTE/ALACANT","1,409€","1,534€","1,339€"
"Alicante","LA GALIA (HNOS AZORIN)","PARTIDA ALTABIX.POL. 1 NO 203 (AV DEL BIMILENARIO S/N), ELCHE/ELX","1,425€","1,577€","1,343€"
"Alicante","JBM","PARTIDA PRADO DE LA VILLA, 106, VILLENA","1,349€","1,459€","1,259€"
"Alicante","INUBEL - NOVELDA,BP","AVENIDA REYES CATOLICOS, 152, NOVELDA","1,419€","1,551€","1,329€"
"Alicante","IDS","POLIGONO INDUSTRIAL ""LA GRANADINA"", N, SAN ISIDRO","€","€","1,314€"
"Alicante","IBI","AV DE LA PROVIDENCIA S/N, IBI","1,439€","1,571€","1,349€"
"Alicante","H.C.","CR N-340, 707,0, CREVILLENT","1,352€","€","1,283€"
"Alicante","GÓMEZ Y SIRVENT","PARTIDA LA REDONDA, S/N, GUARDAMAR DEL SEGURA","1,399€","1,539€","1,339€"
"Alicante","GRUPO MARMESA","CALLE VIAL DE RONDA, S/N, TORREVIEJA","1,299€","1,399€","1,219€"
"Alicante","GM OIL","CALLE JATIVA, S/N, ALICANTE/ALACANT","1,245€","€","1,169€"
"Alicante","GLOBALTANK PINOSO","CARRETERA DE YECLA KM. 2, PINOSO","1,379€","€","1,269€"
"Alicante","GLOBALOIL","CALLE CV-95, 17,4, SAN MIGUEL DE SALINAS","1,319€","€","1,199€"
"Alicante","GHOL","CARRETERA NACIONAL 332 KM. 74,6, SAN FULGENCIO","1,333€","€","1,233€"
"Alicante","GASORBA","CARRETERA CV-715 KM. 21,5, ORBA","1,399€","1,519€","1,309€"
"Alicante","GASOLINERA D'ELX (S. ATENDIDO)","AVINGUDA DE CREVILLENTE, 4, ELCHE/ELX","1,329€","€","1,228€"
"Alicante","GASOLINERA D'ELX (S. ATENDIDO)","CALLE PETRER, 7, ELCHE/ELX","1,329€","1,400€","1,228€"
"Alicante","GASOLEO EXPRES","POLIGONO IND. CANASTELL- CALLE TORNO, 11, RASPEIG","1,089€","€","0,939€"
"Alicante","GASOLEO EXPRES","POLIGONO CANASTELL-CALLE TORNO, 11, SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG","1,319€","€","1,239€"
"Alicante","GASEXPRESS","CALLE MARINERS DE LA VILAJOIOSA, 2, ERMITA (LA)","1,275€","€","1,178€"
"Alicante","GASEXPRESS","CARRETERA SANTA POLA KM. 21, SANTA POLA","1,267€","€","1,167€"
"Alicante","GASEXPRESS","CARRETERA MORAIRA-CALPE KM. 3, BENISSA","1,359€","€","1,259€"
"Alicante","GASEXPRESS","CALLE JOSEFA ANIORTE, 3, ROJALES","1,275€","€","1,175€"
"Alicante","GASEXPRESS","CALLE AVILES, 4, TORREVIEJA","1,275€","€","1,175€"
"Alicante","GASEXPRESS","CALLE VALENCIA ESQ C/SANT JOAN BOSCO, 1, ALCOY/ALCOI","1,324€","€","1,224€"
"Alicante","GASEXPRESS","AVENIDA DIPUTACION, 35, CALPE","1,359€","€","1,269€"
"Alicante","GASEXPRESS","CALLE MEDICO FEDERICO MARTINEZ PEREZ, 1, ELDA","1,309€","€","1,239€"
"Alicante","GASEXPRESS","CARRETERA CATRAL- CALLOSA DEL SEGURA KM. 5,3, CATRAL","1,305€","€","1,219€"
"Alicante","GASEXPRESS","AVENIDA NOVELDA, 204, ALICANTE/ALACANT","1,265€","€","1,179€"
"Alicante","GAS NATURAL FENOSA","CALLE ANTONIO MACHADO / FIDEL, POL. IND. LA GRANADINA, S/N, SAN ISIDRO","€","€","€"
"Alicante","GALP","N-340 km 131,000, ALCOY/ALCOI","1,394€","1,544€","1,304€"
"Alicante","GALP","Avda. de la Libertad - Salida N-340 (Crevillente), ELCHE/ELX","1,409€","1,559€","1,339€"
"Alicante","GALP","AP-1535 km 2,000, ALFAS DEL PI (L')","1,394€","1,569€","1,319€"
"Alicante","GALP","N-330-P.K. 409,1 P.I. El Espartal, ALICANTE/ALACANT","1,399€","1,529€","1,309€"
"Alicante","GALP","AVENIDA AVENIDA DE ORIHUELA, 101, ASPE","1,329€","€","1,259€"
